customer_id,Recency,Frequency,Monetary
5C5BK,241,1,40091
5COXP,195,1,18993
5CPRY,106,1,52840
5CS3G,308,1,30890
5CTQN,113,1,9793
5CTWQ,49,1,5793
5CUGY,206,1,15041
5CVII,102,1,3395
5CVX5,63,1,6613
5CXTY,83,1,11013
5CZOR,219,1,7295
5D112,261,1,799
5D14K,229,1,9990
5D47E,191,1,12094
5D4CA,201,1,6242
5D4H8,47,1,23643
5D56T,226,1,11625
5D6SN,311,1,32040
5D8D4,187,1,3795
5DDBI,141,1,5592
5DDCR,207,1,27140
5DFTK,57,1,9092
5DIG1,216,1,13945
5DKIZ,83,1,11792
5DLPN,268,1,9442
5DLSH,191,1,20890
5DME5,268,1,9692
5DO92,324,1,3026
5DQCR,289,1,23095
5DSMY,111,1,34494
5DUUF,9,1,2746
5DV02,148,1,23093
5DV7L,53,1,16892
5DZXT,229,1,7394
5E0GV,203,1,7943
5E7A1,97,1,28591
5E9II,149,1,43792
5EGD4,42,1,21093
5EHLB,139,1,8891
5EKA6,245,1,7044
5EMLN,316,1,21790
5EQK7,265,1,6494
5ESU6,336,1,7192
5ET4N,131,1,3134
5EU8I,322,1,9528
5EUFE,169,1,28740
5EV3B,96,1,7196
5EXTJ,66,1,8192
5EZPG,282,1,1626
5F081,79,1,12542
5F3SH,302,1,4192
5F8HQ,296,1,20542
5F9KS,105,1,3810
5FBOK,87,1,23991
5FHXC,157,1,10583
5FJHT,152,1,13892
5FJZY,256,1,10144
5FKWM,230,1,1694
5FM6W,223,1,23041
5FMF4,114,1,4894
5FN8N,38,1,28595
5FO21,186,1,12243
5FRH4,227,1,9445
5FRM1,148,1,1836
5FSS0,1,1,21394
5FVSS,250,1,12994
5FYOP,10,1,26893
5G7V9,298,1,43541
5GA1K,13,1,12241
5GB62,194,1,8357
5GBSF,329,1,5345
5GEIV,123,1,6045
5GGMP,313,1,14791
5GI2D,235,1,5294
5GJBK,317,1,11493
5GJI1,267,1,8095
5GMRB,192,1,5544
5GOYY,72,1,17892
5GRGJ,292,1,13142
5GSDN,280,1,11594
5GVPO,303,1,18591
5GVYJ,43,1,3091
5GX0N,132,1,8591
5GXFT,77,1,12194
5GZQA,97,1,3977
5H040,296,1,3797
5H687,28,1,7094
5H9TF,247,1,16743
5HBEX,105,1,25940
5HBJ0,239,1,32241
5HC6J,178,1,7494
5HDJN,269,1,12692
5HG3X,54,1,20540
5HH2I,79,1,14791
5HL9J,175,1,29591
5HMRT,78,1,11095
5HOR0,241,1,6494
5HSPU,343,1,23390
5HU6N,256,1,7895
5HUPJ,329,1,9137
5HVLP,108,1,14191
5HWR7,86,1,6894
5HYWO,353,1,7294
5I1FF,331,1,2627
5I3KE,175,1,20290
5ID7N,231,1,5395
5IIS6,294,1,24005
5IL3N,111,1,12340
5ILOJ,124,1,11941
5IMU7,148,1,5841
5IN3X,46,1,24142
5J10V,194,1,12693
5J28O,51,1,15590
5J3ML,359,1,12794
5JE4I,65,1,11990
5JH5W,47,1,10595
5JI5Q,80,1,21890
5JJKY,76,1,4644
5JKDN,206,1,32194
5JL23,23,1,13792
5JMIV,207,1,2167
5JNTJ,314,1,4992
5JSSF,241,1,47593
5JYEN,36,1,19294
5JYHT,23,1,7390
5K0Q3,29,1,19890
5K1CK,26,1,12890
5K436,250,1,3593
5K81G,347,1,1010
5K92M,179,1,8195
5KB05,331,1,20292
5KFDB,317,1,7593
5KIHV,1,1,13793
5KJDP,213,1,16110
5KJOD,307,1,42790
5KK7S,37,1,3154
5KOQA,311,1,12191
5KR1T,164,1,17590
5KUJE,253,1,27891
5KYX4,275,1,9243
5L1FD,44,1,27392
5L6B7,120,1,50091
5LBX7,221,1,5193
5LEA2,40,1,22990
5LFZ2,234,1,3192
5LJ2Y,9,1,19193
5LMPU,56,1,10394
5LMYS,301,1,15182
5LOOX,340,1,14393
5LPRC,335,1,5067
5LR96,132,1,17691
5LU72,61,1,31590
5LY2L,192,1,39494
5M0B5,81,1,4995
5M0GE,206,1,15895
5M22O,83,1,14893
5M2S0,27,1,24808
5M3WF,175,1,13493
5M7RB,9,1,10291
5M8B3,242,1,43141
5M8LG,149,1,3145
5M9RL,296,1,5317
5MAEQ,62,1,17140
5MDEU,48,1,4945
5MLV8,51,1,10243
5MV8K,196,1,5445
5MXXI,201,1,13693
5MZTI,143,1,2145
5N1K6,306,1,9395
5N1SJ,174,1,21640
5N2SF,3,1,45291
5N33F,174,1,5395
5N4ZZ,202,1,14890
5N87C,224,1,10692
5NARY,256,1,18340
5NBLA,167,1,8194
5NC7L,243,1,14594
5NGZY,18,1,35590
5NL8O,86,1,21992
5NLBF,334,1,4145
5NNCV,37,1,4345
5NP2H,108,1,5393
5NR2V,85,1,12895
5NRR0,335,1,10245
5NSQ9,251,1,18013
5NU63,74,1,11823
5NUTZ,31,1,6795
5NXAH,15,1,22295
5O0H0,327,1,8794
5O343,199,1,4193
5O901,123,1,4241
5O9WT,52,1,29992
5O9XM,224,1,11391
5OBSX,138,1,9295
5OCSZ,119,1,6367
5OEUK,232,1,16793
5OF9P,319,1,13590
5OH33,269,1,20392
5OIJO,144,1,19392
5OK29,40,1,4844
5OOEJ,205,1,9242
5OPEL,45,1,15694
5OW2Z,50,1,21994
5OW7K,81,1,12594
5P2RI,192,1,9045
5P2YR,40,1,7195
5PG0W,158,1,6612
5PIAX,297,1,46993
5PKHW,163,1,11290
5PM2N,15,1,15069
5PO5K,17,1,30592
5PQTL,118,1,4146
5PSN5,347,1,5944
5PV1J,141,1,9795
5PYID,13,1,3794
5Q0G4,7,1,8694
5Q112,268,1,4395
5Q3ON,80,1,13591
5Q644,16,1,9893
5Q77E,271,1,22791
5QBJW,230,1,16742
5QDIS,140,1,17591
5QEZ8,65,1,29740
5QJNF,278,1,16892
5QRBX,177,1,24990
5QRN3,172,1,17243
5QYNB,175,1,14693
5R5N4,306,1,15842
5R7JB,12,1,2298
5R7W3,152,1,25490
5R9CI,126,1,16240
5R9MT,178,1,7561
5RAAI,277,1,37895
5RBBH,267,1,13193
5RFLN,63,1,20541
5RJES,127,1,10437
5RK9K,241,1,20390
5RKRQ,36,1,11842
5RPP0,231,1,27492
5RQ4S,25,1,19591
5RRP4,243,1,4163
5RRTT,68,1,27592
5RT8A,261,1,13916
5RUM5,52,1,23911
5RXJJ,134,1,4044
5S0DA,186,1,7994
5S1SX,195,1,3795
5S4TA,114,1,5745
5S4VF,350,1,12795
5S4VV,79,1,14642
5S5NE,85,1,15790
5S6UZ,238,1,9442
5SBT2,344,1,10140
5SDIF,192,1,9343
5SFAQ,85,1,29392
5SIME,253,1,16891
5SJ1C,257,1,2907
5SP7S,202,1,5543
5ST4P,361,1,1966
5SUT6,194,1,2447
5SV6H,196,1,8244
5SXGR,336,1,12695
5SZF9,197,1,19294
5T09B,195,1,19141
5T16H,105,1,12392
5T2NZ,41,1,5392
5T2OM,258,1,6795
5T3OB,87,1,15993
5T4DT,276,1,11095
5T5Y9,240,1,4413
5T6RX,286,1,9040
5T7W1,43,1,3883
5TGRS,109,1,10394
5THO0,20,1,31391
5TIZ6,191,1,17514
5TN68,72,1,16390
5TNAM,46,1,5945
5TSYW,136,1,10071
5TTE8,130,1,2395
5TTKM,307,1,3616
5TTWN,238,1,5295
5TWP4,28,1,5294
5TXNI,197,1,10144
5TXYL,300,1,2594
5U037,108,1,2945
5U2O6,28,1,16141
5U606,351,1,16591
5U765,22,1,25912
5UA6W,71,1,1130
5UCR8,167,1,23740
5UD43,149,1,13594
5UDYF,32,1,9890
5UGEP,303,1,18594
5UGH6,267,1,2544
5UGSO,336,1,48590
5UN38,342,1,9190
5UNJZ,270,1,7842
5UPEN,148,1,4845
5UQY2,158,1,12342
5UTLK,33,1,3691
5UYMQ,138,1,7155
5UYP9,179,1,8340
5V0O6,320,1,10343
5V3K5,343,1,12893
5V7GT,263,1,612
5V9ZS,2,1,17093
5VAZS,316,1,2433
5VHFE,321,1,9543
5VIQU,354,1,6893
5VNW9,23,1,1634
5VOCK,115,1,9144
5VQ60,33,1,25992
5VQ9I,243,1,39945
5VU7M,84,1,15795
5VXJ0,47,1,7741
5W45J,362,1,3594
5W6EA,241,1,43844
5W70C,337,1,20491
5WNA0,85,1,12592
5WNFJ,313,1,3592
5WSLG,335,1,19591
5WSQV,246,1,16690
5WTX2,325,1,9095
5WVZD,202,1,16791
5WY1V,318,1,5892
5WZBX,99,1,21790
5X0PH,204,1,5013
5X3LR,247,1,4444
5X51Q,55,1,5994
5X79K,68,1,2882
5XB9R,247,1,8795
5XECB,300,1,17190
5XEJ0,166,1,14191
5XGP4,183,1,5692
5XIPO,94,1,15991
5XOKH,87,1,9195
5XQEG,261,1,12992
5XUAK,71,1,18829
5XVDO,338,1,10992
5XWA0,168,1,9992
5XZXX,314,1,3645
5Y0UV,148,1,4323
5Y3SW,74,1,20793
5Y652,92,1,24690
5Y8FZ,165,1,11394
5Y9ZX,136,1,14194
5YAHC,207,1,3296
5YB86,315,1,4805
5YDSP,12,1,4495
5YF2R,163,1,14794
5YI8G,261,1,7195
5YI94,70,1,15194
5YRQL,178,1,16264
5YWO6,289,1,8492
5Z3OD,83,1,7370
5Z58F,33,1,16328
5Z5PH,341,1,31591
5Z5RO,51,1,4595
5Z6MZ,49,1,22942
5Z7NZ,195,1,24794
5Z80D,317,1,3044
5ZHSS,172,1,8640
5ZIEL,92,1,5340
5ZJFF,361,1,2943
5ZKB0,198,1,10395
5ZLDQ,46,1,12243
5ZNSC,292,1,2893
5ZP05,242,1,24031
5ZP25,178,1,4352
5ZXO3,242,1,10492
6.30E+05,252,1,18890
6.30E+98,233,1,3341
6007A,142,1,5242
603U8,340,1,9393
604R6,80,1,10290
605UO,189,1,2814
6098M,346,1,3992
60BSL,66,1,6242
60DX0,341,1,13392
60ERW,233,1,1811
60H8A,83,1,527
60N1W,170,1,7093
60STF,229,1,15295
60T0A,339,1,4641
60WIA,237,1,8191
610AM,226,1,7492
6116,211,1,2695
619IJ,207,1,12692
61HZ4,297,1,18829
61I69,79,1,7042
61IJ2,93,1,12743
61J21,298,1,10367
61L3V,287,1,9845
61M8V,346,1,17244
61NWU,298,1,43591
61SBD,315,1,4702
61WLJ,120,1,8443
61X2H,231,1,4795
61XQE,122,1,47990
624RF,14,1,6695
626G5,309,1,3995
627LR,118,1,53140
62978,349,1,30240
62BE1,76,1,10893
62F89,237,1,9492
62I75,10,1,15440
62K5Y,268,1,18891
62KOI,84,1,6892
62MSZ,183,1,19541
62MXN,313,1,43693
62NVV,92,1,14192
62P7U,343,1,36841
62RD8,165,1,50443
62SZ4,120,1,1271
62VCT,15,1,6294
62XHM,9,1,31891
62Y1S,309,1,12795
62ZFQ,235,1,5841
630WT,178,1,9295
6311V,338,1,13992
631AP,236,1,16293
634RQ,108,1,13490
63759,148,1,4742
638ML,116,1,6494
63FQE,306,1,7541
63FXY,308,1,9193
63GBH,311,1,4894
63GPB,31,1,38293
63GRF,359,1,18141
63H4G,255,1,32128
63HSD,263,1,15093
63IIH,133,1,12295
63IKA,86,1,11443
63IXE,346,1,17291
63KWB,63,1,14191
63MD7,105,1,7941
63MF7,317,1,2953
63P15,208,1,34891
63WD4,200,1,1244
63WZK,186,1,15691
63XWG,252,1,12992
63YRJ,1,1,8790
63Z15,286,1,6746
644ML,307,1,6743
646EN,43,1,25591
647IH,351,1,14293
64AAR,14,1,4794
64KJT,165,1,11840
64NP8,87,1,34590
64NQV,53,1,53492
64O15,281,1,18794
64RLW,88,1,10637
64UF1,265,1,23191
64VGC,10,1,10291
65346,136,1,3524
654IH,176,1,9895
6567H,356,1,6093
6592A,225,1,1046
65A7E,162,1,21991
65BQ6,280,1,8995
65F3B,170,1,5895
65GTI,9,1,10790
65HI0,198,1,14190
65IGY,219,1,14092
65JVB,355,1,6236
65K0A,47,1,1616
65MLF,315,1,16992
65OV7,227,1,4424
65QKG,195,1,5544
65YG1,79,1,42743
664TV,249,1,16194
6659N,15,1,16990
667GQ,25,1,24695
669R9,34,1,11845
66BPB,282,1,25654
66CFH,62,1,3806
66EQY,155,1,9694
66J85,166,1,1966
66N5W,110,1,10192
66Q4S,139,1,10694
66QQY,290,1,5242
66RSK,122,1,12090
66SVS,233,1,12892
66TFI,304,1,14292
66VII,26,1,23791
670OR,171,1,964
670ZO,82,1,17093
673B3,335,1,6592
6746V,108,1,7493
675LI,232,1,10392
677EW,214,1,11794
678BI,228,1,31231
679C1,333,1,2195
67ANT,155,1,34395
67IT9,236,1,8395
67KZB,72,1,8894
67ML6,68,1,30094
67NC8,263,1,38694
67PC7,115,1,9895
67PDN,180,1,31191
67RKD,298,1,20190
67SNF,355,1,10041
67VMF,229,1,21390
682YR,119,1,12190
685DU,239,1,10213
686IQ,145,1,13942
686VP,355,1,26541
68BM6,308,1,4160
68IE8,251,1,23193
68JKF,253,1,15691
68NO5,327,1,885
68P3N,326,1,11395
68P5H,16,1,575
68RCX,242,1,15090
68UTG,55,1,5495
68WPS,276,1,53071
68YDE,142,1,276
68Z37,78,1,5791
690L7,347,1,4144
693KT,263,1,11990
69ETW,305,1,54590
69HS5,17,1,1464
69J9R,326,1,12943
69JL6,262,1,7855
69JSY,203,1,2364
69L84,66,1,9093
69MBT,149,1,14095
69NHO,275,1,2845
69T9W,37,1,8544
69VX4,254,1,3344
69YON,162,1,12044
6A0FL,157,1,11492
6A1DU,84,1,29490
6A76E,211,1,1348
6A895,53,1,23611
6A8RO,330,1,5094
6A9B4,20,1,12234
6AAOY,82,1,6795
6ABXU,360,1,6892
6AC13,20,1,4645
6AFFS,307,1,26393
6AGMK,47,1,9594
6AHAY,327,1,7753
6ANH5,119,1,5595
6ASO4,234,1,4840
6AVCX,342,1,14594
6B267,345,1,14644
6B4Q1,26,1,10295
6B4SC,80,1,10843
6B9I0,177,1,5243
6B9L6,55,1,7594
6BBGP,74,1,8744
6BDV1,269,1,7644
6BDW2,227,1,34392
6BE6V,306,1,22795
6BEBE,253,1,29992
6BEF7,21,1,11830
6BGPG,46,1,10093
6BHJE,61,1,13893
6BHV6,162,1,8393
6BJGB,54,1,23992
6BLKO,271,1,15193
6BNSL,16,1,4664
6BO6T,81,1,583
6BOUM,119,1,12494
6BPTF,136,1,13492
6BTTZ,348,1,11145
6BTX9,326,1,10292
6BVOE,103,1,15442
6BX9Q,311,1,4793
6BXZY,342,1,5416
6C16N,323,1,15867
6C9OZ,233,1,9041
6CDW4,36,1,5094
6CEMT,175,1,12042
6CFJM,139,1,3017
6CGWX,49,1,3831
6CH5H,71,1,12414
6CH95,243,1,16041
6CKNG,79,1,49343
6CMIG,96,1,5743
6CN2G,177,1,11743
6CO41,152,1,8645
6CQH5,335,1,6393
6CS66,11,1,42790
6CYR3,248,1,17115
6D2NG,146,1,9495
6D50U,312,1,22940
6D5I3,113,1,8695
6D9IW,175,1,10295
6D9Q3,216,1,9593
6DBJB,84,1,8194
6DFXK,177,1,2794
6DIAL,270,1,12893
6DKKH,12,1,7092
6DO0I,283,1,4144
6DQW0,210,1,26990
6DSJY,218,1,4694
6DVFJ,357,1,24241
6DXX3,76,1,21790
6DYCW,251,1,4196
6DZKF,15,1,7092
6DZPA,107,1,3271
6E4PB,180,1,4414
6E5HX,68,1,25394
6E5YA,190,1,16441
6E6QX,122,1,15590
6E77H,146,1,8694
6E9CF,92,1,23794
6E9QQ,35,1,1253
6EENV,147,1,24012
6EF9S,230,1,11512
6EH69,338,1,6593
6EHDM,285,1,15516
6EHKN,100,1,11494
6EK13,94,1,9195
6ERUG,174,1,3178
6ES97,215,1,14491
6ET8B,297,1,49492
6F3KR,233,1,46395
6F46X,358,1,6493
6F4G4,193,1,9495
6F4OZ,212,1,10395
6F4S3,233,1,2782
6F71O,57,1,24541
6F97L,171,1,34245
6FFCT,168,1,14795
6FION,109,1,1688
6FK89,61,1,16343
6FN1T,166,1,740
6FR1M,270,1,8194
6FSJU,275,1,10990
6FT4X,51,1,5963
6FW6J,144,1,33442
6FXSN,24,1,4441
6G2PI,285,1,9040
6G4FR,121,1,8014
6G9DK,240,1,17995
6GA8L,298,1,50191
6GH2N,235,1,22790
6GR0S,304,1,4841
6GRC2,169,1,21711
6GSGE,129,1,7741
6GY8K,192,1,22490
6H1P4,202,1,5594
6H2NS,155,1,27090
6H2Y2,331,1,7191
6H381,75,1,55529
6H3F0,24,1,3443
6H4V9,249,1,1782
6H5SY,56,1,11293
6H8HB,66,1,13742
6H9MZ,260,1,12391
6HDJL,340,1,4343
6HFEP,7,1,6445
6HFJB,300,1,18542
6HIBY,3,1,14140
6HIW9,70,1,24643
6HLBU,116,1,15394
6HMKP,133,1,5024
6HT8P,350,1,9395
6HVEJ,252,1,16493
6I3HP,30,1,15193
6I3V5,339,1,21340
6I3Y0,356,1,10592
6I45U,323,1,2029
6I56Y,348,1,19691
6I5ZR,115,1,11872
6I67R,28,1,6694
6I8MG,29,1,8193
6IA1B,353,1,4963
6IAHO,322,1,13991
6IFMV,202,1,18090
6IMJM,119,1,12715
6IOT3,209,1,15695
6IS8Q,359,1,16842
6IYIN,151,1,8192
6J4PF,71,1,4195
6JAJ6,338,1,22693
6JCN5,210,1,18193
6JCPO,31,1,1548
6JHOE,223,1,7142
6JJXF,127,1,14494
6JLQP,150,1,35893
6JR3W,276,1,2712
6JVKO,75,1,19392
6JWSZ,290,1,8793
6JXST,310,1,5768
6JYZJ,119,1,383
6K21F,75,1,16693
6K268,356,1,7794
6K5QW,175,1,8591
6K7D5,61,1,21893
6K7QP,73,1,13142
6KC80,30,1,22107
6KGV7,39,1,9415
6KLO4,211,1,5494
6KM1B,183,1,4096
6KTRJ,267,1,24793
6KVIP,62,1,9344
6KWNU,292,1,1644
6KX63,338,1,9869
6KZRS,69,1,48440
6L38I,319,1,15292
6L3FR,148,1,17193
6L5KX,312,1,11095
6L7H7,16,1,8940
6L7P9,243,1,13395
6L8M1,204,1,21592
6LC9V,352,1,1246
6LCC2,140,1,19241
6LF1A,92,1,14594
6LF56,45,1,19292
6LJKA,174,1,18691
6LK7X,130,1,20492
6LKXN,110,1,2274
6LM2B,143,1,5792
6LMSA,156,1,13092
6LUXR,149,1,5192
6LZHN,339,1,24011
6M003,61,1,10445
6M0Y7,237,1,8695
6M2Q6,168,1,21094
6M3ZU,104,1,9391
6M6VT,35,1,9993
6MBKI,310,1,6895
6MEMD,194,1,8344
6MIEW,13,1,22191
6MJCT,92,1,10693
6MLPW,148,1,8091
6MOPO,311,1,7594
6MS48,166,1,14490
6MSNJ,37,1,1405
6MYY7,244,1,28195
6N1T4,225,1,18390
6NAIP,122,1,5345
6NF5R,8,1,5026
6NGZ6,252,1,17290
6NH6K,76,1,20690
6NJFC,108,1,9642
6NL47,237,1,8493
6NMMF,271,1,21441
6NONG,331,1,8141
6NPWO,212,1,792
6NRIX,362,1,18394
6NYSU,206,1,18643
6NYVB,14,1,4294
6O15T,144,1,11790
6O1CX,251,1,41794
6O1DN,204,1,13741
6O76N,306,1,2089
6OAXE,134,1,10791
6OF3A,93,1,5238
6OF63,334,1,6645
6OIVT,3,1,2103
6OK6N,212,1,17491
6OL79,112,1,22293
6OPDZ,293,1,16490
6OPUV,56,1,19990
6OWW9,77,1,8341
6PI0V,353,1,25991
6PMKT,275,1,35393
6PO9Z,136,1,4540
6PUQR,98,1,9942
6PW1K,16,1,21141
6Q2UP,46,1,24295
6Q37W,332,1,23241
6QCJL,318,1,9545
6QHZ8,253,1,5443
6QJZH,334,1,5392
6QLYE,121,1,33291
6QNCR,283,1,5463
6QR4B,354,1,2044
6QS68,87,1,16591
6QSCH,77,1,21791
6QT69,20,1,1952
6QTQ2,256,1,8325
6QUQX,76,1,7541
6QVCT,208,1,8695
6R0KB,204,1,26112
6R0UF,127,1,9618
6R3JG,275,1,1360
6REJR,6,1,18294
6RH8H,271,1,12395
6RHZK,301,1,15191
6RINS,24,1,9632
6RJW9,340,1,10795
6RKE7,261,1,11093
6RN6Q,186,1,1155
6ROCK,282,1,18291
6RSWZ,68,1,8892
6RTN8,247,1,972
6RW45,63,1,6695
6S1L3,1,1,15407
6S1VN,159,1,10693
6S5YD,253,1,4694
6SDM5,75,1,10695
6SHAX,49,1,11894
6SMQY,358,1,4145
6SW70,107,1,3242
6T0OC,360,1,4004
6T2RL,241,1,5642
6T5YE,339,1,18142
6T7LU,22,1,8692
6T8K9,8,1,12643
6TAWV,230,1,28011
6TB2G,46,1,17041
6TBCS,225,1,6344
6TBJ0,238,1,14006
6TC2D,210,1,27840
6TC8J,190,1,15691
6TFHO,257,1,10492
6TIG8,191,1,7662
6TM9M,49,1,14743
6TNAU,354,1,13495
6TYCZ,168,1,40594
6TYS9,213,1,12617
6TZ4N,29,1,20492
6TZVJ,222,1,14591
6U3XE,197,1,1695
6U849,322,1,6894
6UC1T,38,1,6992
6UD8I,191,1,49743
6UDEK,172,1,14595
6UEFN,45,1,2742
6UFET,108,1,18640
6UIC8,312,1,12493
6UKHF,97,1,8542
6UKNU,303,1,4895
6UQW8,172,1,38793
6UR5K,8,1,12095
6UUET,72,1,6693
6UUQJ,160,1,19093
6UWMJ,223,1,27292
6V27D,327,1,11994
6V579,137,1,13590
6V7CP,317,1,8894
6VCZN,186,1,14593
6VPBY,277,1,17090
6VPF6,343,1,477
6VR0U,40,1,20692
6VU7V,279,1,12195
6VZP8,278,1,9595
6W028,211,1,21192
6W0BM,331,1,34992
6W21T,276,1,11542
6W2W3,341,1,5216
6W30F,295,1,13793
6W5V6,195,1,14241
6W6D9,10,1,13395
6WAFR,151,1,942
6WEV8,69,1,13994
6WIB8,322,1,27593
6WN8J,206,1,20441
6WNPZ,158,1,7441
6WO04,101,1,3190
6WYLD,86,1,11594
6X07A,187,1,2843
6X2J3,241,1,10145
6X45N,254,1,11492
6X8UL,97,1,27140
6XBKE,69,1,10995
6XG1R,310,1,3095
6XHJ9,112,1,7395
6XIG2,149,1,2345
6XLAK,138,1,23190
6XOH6,40,1,16094
6XPC1,260,1,14191
6XRRC,289,1,20595
6XTGH,180,1,20990
6XUSE,187,1,7043
6XWDJ,172,1,27193
6Y0L5,79,1,12894
6Y3JQ,206,1,490
6Y41W,314,1,6495
6Y4HD,46,1,13791
6Y51N,200,1,12224
6Y5DV,192,1,8514
6Y88B,290,1,15590
6Y8FK,303,1,5195
6Y951,211,1,17292
6Y9FF,27,1,9294
6YCJD,136,1,24194
6YDVD,6,1,6595
6YEBS,307,1,4695
6YFF3,113,1,14440
6YHQ7,241,1,13393
6YKJU,254,1,13306
6YLEL,97,1,3974
6YODO,93,1,12742
6YQ71,302,1,12294
6YQDR,140,1,26793
6YQJS,19,1,7595
6YWEX,14,1,9295
6YXF5,220,1,13393
6Z0XA,188,1,7342
6Z0YA,177,1,7740
6Z33F,361,1,21390
6Z5W0,347,1,3115
6Z5XQ,328,1,14095
6Z6R3,362,1,8793
6Z705,42,1,25092
6Z9JP,93,1,1926
6Z9WI,222,1,12494
6ZILK,360,1,5795
6ZJ0N,147,1,4245
6ZJ4K,212,1,5994
6ZPX1,162,1,1030
6ZQA2,48,1,29990
6ZQKH,339,1,28591
6ZS6N,259,1,17690
6ZZ4C,201,1,20243
700H5,228,1,13192
701PB,264,1,14593
702B2,125,1,4116
703OS,225,1,7293
7049P,222,1,9195
7067N,228,1,39990
708VO,239,1,7990
709FT,262,1,17141
709NQ,324,1,40593
70AJT,314,1,12493
70BID,111,1,15391
70GD9,165,1,4140
70HAP,260,1,4994
70JDC,159,1,5995
70KI6,219,1,7463
70OW4,166,1,9290
70Q9O,110,1,5842
70RNO,256,1,5765
70RYL,18,1,22811
70TEZ,161,1,7692
70TF5,174,1,14891
70U5B,187,1,22911
70VI5,253,1,1472
70X9Q,154,1,14494
7105C,45,1,10312
711QU,75,1,7694
71261,261,1,33790
71954,220,1,6143
71BHW,199,1,15040
71CIK,221,1,10943
71EO6,297,1,17393
71HAV,210,1,2717
71KIE,308,1,12595
71LCC,221,1,9995
71N45,101,1,1323
71N4A,28,1,30890
71TIK,218,1,2516
71VKY,269,1,16691
71W27,99,1,49491
71X3B,262,1,12344
71XQ7,198,1,8685
71YLP,342,1,2616
71Z0F,304,1,28341
7237L,318,1,4194
72591,330,1,18492
728GE,285,1,2444
72AFO,6,1,40504
72AIF,348,1,15393
72BFC,4,1,11291
72C6M,201,1,10945
72FN4,359,1,8345
72JBS,178,1,24395
72JHK,109,1,8691
72S7Z,108,1,2374
72SNR,102,1,18392
72WFX,22,1,1567
72WH8,111,1,19891
72Z9O,160,1,3465
7316L,290,1,1499
732RL,294,1,1595
733CC,20,1,16291
733H6,75,1,8492
73BTX,195,1,51291
73ECO,26,1,13490
73J1H,190,1,6725
73J8S,29,1,6891
73K3R,100,1,14042
73KAQ,230,1,42995
73OMC,270,1,19266
73P8W,217,1,13222
73VIL,92,1,12023
73X0O,292,1,9845
73XL9,245,1,5048
73Y3J,314,1,17595
740WT,217,1,1904
741B3,42,1,12314
7490G,0,1,12843
74BDI,190,1,13091
74E1Y,104,1,8241
74JBI,26,1,9222
74MU6,301,1,39094
74PU8,297,1,40483
74R72,350,1,13994
74RDH,304,1,4894
74T45,162,1,4761
74ZHN,166,1,8693
7520I,281,1,13692
753HJ,180,1,16493
757VJ,120,1,15990
75BOV,304,1,2660
75E1S,195,1,16392
75EK5,107,1,527
75FSE,247,1,2798
75GQT,229,1,1910
75I2X,223,1,9566
75IUG,239,1,21591
75JTM,225,1,45392
75MQH,338,1,12394
75N6I,76,1,2965
75N8O,303,1,3244
75PST,96,1,16144
75Q5E,217,1,22341
75SDY,334,1,31945
75SPD,71,1,12292
75SV2,214,1,7690
75TVF,22,1,21990
760OG,231,1,16091
763EZ,145,1,7393
76GTY,55,1,17591
76HUL,208,1,6895
76LCU,300,1,9391
76OD0,351,1,11295
76TEZ,129,1,9345
76UOS,104,1,7794
76VLZ,127,1,15162
76XH7,123,1,9292
773PY,10,1,3491
7758S,352,1,5995
775L3,11,1,8366
776QV,41,1,19592
779YU,178,1,26541
77EAI,192,1,27153
77GC7,73,1,50291
77GNY,137,1,5300
77HCG,163,1,15944
77IK4,137,1,10995
77M57,91,1,41391
77N7E,144,1,18566
77QFG,40,1,26295
77TO6,160,1,8890
77VGP,171,1,18891
77YW8,183,1,26392
77ZC9,98,1,24191
77ZO7,339,1,15843
7808S,254,1,7409
780MN,304,1,6395
7814Y,196,1,1406
7829V,79,1,11583
789RX,334,1,16692
78D6S,264,1,11094
78EEJ,297,1,6344
78G8D,73,1,8844
78HOL,175,1,19944
78HQ7,210,1,16244
78IK8,344,1,4791
78J4Q,86,1,10395
78JXM,284,1,13195
78SMU,243,1,11095
78ULU,194,1,7591
78ZPD,117,1,9590
791HA,84,1,6395
792BA,335,1,12041
792GX,238,1,5894
792ZD,330,1,5046
797LL,264,1,5695
798SD,135,1,12992
798ZV,285,1,41190
79BTP,154,1,3694
79E8K,270,1,11192
79FCR,21,1,5395
79FND,330,1,31893
79G23,250,1,16675
79GRA,152,1,6193
79HOD,252,1,15594
79I8F,247,1,2679
79IK6,79,1,14937
79K4O,243,1,12491
79KDS,147,1,8095
79OZK,34,1,6944
79Q7S,15,1,17841
79RCM,308,1,35093
79RI4,109,1,30940
79TKM,126,1,6895
79UQQ,112,1,39194
79XCT,286,1,24122
79ZIS,225,1,16892
7A034,159,1,18994
7A0CW,230,1,18392
7A604,235,1,10440
7A6BX,199,1,17993
7A9YF,335,1,36592
7AA1E,107,1,11293
7AG5L,304,1,4094
7AIL2,249,1,11442
7AK1Y,342,1,6694
7ANLX,227,1,3891
7AOBF,165,1,12691
7AP1U,153,1,11794
7APCO,211,1,7495
7AW6N,73,1,14091
7AY49,98,1,10825
7B1QV,317,1,15494
7B3BJ,196,1,9192
7B4MO,121,1,7793
7B6KZ,327,1,5040
