customer_id,product
BMN7D,Thermos Flask
BMN7D,Hand Blender
BMN7D,Rice Cooker
NCT97,Pull-Up Bar
NCT97,Dumbbells Set
NCT97,Fitness Tracker Band
NCT97,Blood Pressure Monitor
NCT97,Resistance Bands Set
NCT97,Digital Weighing Scale
NCT97,Hand Grip Strengthener
NCT97,Ankle Weights Set
NCT97,Multivitamin Supplements
X5VJY,Baby Carrier
X5VJY,Kids Sandals
X5VJY,Boots
X5VJY,Bluetooth Earbuds
X5VJY,School Shoes
298FZ,Kids T-Shirt
298FZ,Blanket
298FZ,Women Top
298FZ,Activewear
298FZ,Men T-Shirt
298FZ,Kitchen Storage Container Set
298FZ,Innerwear Set
298FZ,Table Cloth
WZGSY,Spice Box (Masala Dabba)
WZGSY,Toaster
WZGSY,Gas Stove (2 Burner)
WZGSY,Microwave Oven
WZGSY,Electric Chimney
WZGSY,Knife Set
WZGSY,Mixer Grinder
WZGSY,Hand Blender
KINEM,Casual Sneakers
KINEM,Lipstick
KINEM,Face Wash
KINEM,Baby Wipes
KINEM,Body Lotion
KINEM,Bath Towel Set
KINEM,Hair Oil
KINEM,Beard Trimmer
KINEM,Shaving Kit
KINEM,Soap Bar Pack
QK4H3,Thermos Flask
QK4H3,Heels
QK4H3,Kids Toy Set
QK4H3,Chopping Board
QK4H3,Baby Wipes
QK4H3,Baby Shampoo
QK4H3,Kids Lunch Box
4BJNZ,Cooking Oil (1L)
4BJNZ,Pulses (1kg)
4BJNZ,Portable Hard Drive (1TB)
4BJNZ,Sock Shoes
4BJNZ,Tea/Coffee Sachet
4BJNZ,Mineral Water (1L)
PLW70,Window Blinds
PLW70,Chair Cover Set
PLW70,Cushion Covers
PLW70,Blanket
PLW70,Rug / Carpet
PLW70,Table Cloth
PLW70,Shoe Rack
PLW70,Curtains Set
PLW70,Door Mat
PLW70,Foldable Storage Box
KRJHV,Slides
KRJHV,Beard Trimmer
KRJHV,Whiteboard with Marker
KRJHV,Sandals / Slippers
KRJHV,Canvas Shoes
9PG1I,Kurti
9PG1I,Blood Pressure Monitor
9PG1I,Formal Shirt
9PG1I,Jacket / Hoodie
9PG1I,Women Top
9PG1I,Men T-Shirt
9PG1I,Nightwear Set
9PG1I,Shorts / Skirt
28MM1,Premium Biscuits
28MM1,Jeans
28MM1,Breakfast Cereal
28MM1,Pulses (1kg)
28MM1,Milk (1L)
28MM1,Sauce Bottle
28MM1,Cooking Oil (1L)
28MM1,Formal Shirt
28MM1,Eggs (12 pcs)
79FND,Yoga Mat
79FND,Resistance Bands Set
79FND,Massage Gun
79FND,Hot & Cold Gel Pack
79FND,Ankle Weights Set
79FND,Treadmill (Manual)
79FND,Pull-Up Bar
HIQ58,Shampoo
HIQ58,Face Wash
HIQ58,Compact Powder
HIQ58,Makeup Brush Set
HIQ58,Lipstick
HIQ58,Power Bank
HIQ58,Face Serum
WU5T1,USB Flash Drive (32GB)
WU5T1,Leggings
WU5T1,Fitness Tracker
WU5T1,Mattress Protector
WU5T1,Webcam
WU5T1,VR Accessory
Y5JTA,Rug / Carpet
Y5JTA,Floor Mat
Y5JTA,Wall Tapestry
Y5JTA,Foldable Storage Box
Y5JTA,Curtains Set
Y5JTA,Laundry Basket
Y5JTA,Table Cloth
Y5JTA,Window Blinds
KE3YL,Chips Pack
KE3YL,Breakfast Cereal
KE3YL,Pulses (1kg)
KE3YL,Mineral Water (1L)
KE3YL,Sugar (1kg)
KE3YL,Tea Pack
KE3YL,Packed Juice
KE3YL,Perfume
J4A16,Jacket / Hoodie
J4A16,Heels
J4A16,Flip Flops
J4A16,Kids Sandals
J4A16,Sandals / Slippers
J4A16,Premium Biscuits
J4A16,Canvas Shoes
J4A16,Casual Shirt
J4A16,Slides
J4A16,Sock Shoes
2M8ZL,Packed Juice
2M8ZL,Dish Drying Rack
2M8ZL,Knife Set
2M8ZL,Pressure Cooker (3L)
2M8ZL,Induction Cooktop
1HSTR,Sticky Notes Pack
1HSTR,Highlighter Set
1HSTR,Stapler with Pins
1HSTR,Ball Pen Pack
1HSTR,Desk Organizer
1HSTR,Office File Folder
1HSTR,Marker Pen Set
1HSTR,Art Color Set
RAMW7,Premium Biscuits
RAMW7,Tea Pack
RAMW7,Mineral Water (1L)
RAMW7,Lipstick
RAMW7,Baby Stroller
RAMW7,Packed Juice
EUOQ5,Baby Mosquito Net
EUOQ5,Kids Lunch Box
EUOQ5,Chopping Board
EUOQ5,Baby Cradle
EUOQ5,Baby Diapers Pack
SBBZ4,Baby Feeding Bottle
SBBZ4,Kids Toy Set
SBBZ4,Deodorant Spray
SBBZ4,Kids Clothing Set
SBBZ4,Kids Lunch Box
SBBZ4,Baby Diapers Pack
SBBZ4,Baby Mosquito Net
SBBZ4,Kids Story Books Set
SBBZ4,Baby Lotion
JO8K9,Slides
JO8K9,Massage Gun
JO8K9,Sandals / Slippers
JO8K9,Boots
JO8K9,Slip Ons
JO8K9,School Shoes
JO8K9,Casual Sneakers
JO8K9,Kids Clothing Set
JO8K9,Formal Shoes
JO8K9,Formal Shirt
O316I,Drawing Book
O316I,Stapler with Pins
O316I,Pressure Cooker (3L)
O316I,Eraser Pack
O316I,Ball Pen Pack
O316I,Highlighter Set
O316I,Pencil Box Set
O316I,Desk Organizer
O316I,Gel Pen Pack
O316I,Printer Paper (A4 Pack)
L6EH0,Ab Roller
L6EH0,Posture Corrector Belt
L6EH0,Exercise Cycle
L6EH0,Treadmill (Manual)
L6EH0,Fitness Tracker Band
L6EH0,Beard Trimmer
L6EH0,Multivitamin Supplements
L6EH0,Foam Roller
L6EH0,Resistance Bands Set
VDVQZ,Nail Grooming Kit
VDVQZ,Face Serum
VDVQZ,Pull-Up Bar
VDVQZ,Perfume
VDVQZ,Leather Footwear
M2KHR,USB Flash Drive (32GB)
M2KHR,Phone Case
M2KHR,Fitness Tracker
M2KHR,Induction Cooktop
M2KHR,Bluetooth Speaker
M2KHR,Rice (1kg)
M2KHR,Bluetooth Earbuds
M2KHR,Shampoo
5O9WT,Electric Kettle
5O9WT,Gas Stove (2 Burner)
5O9WT,Microwave Oven
5O9WT,Electric Chimney
5O9WT,Knife Set
5O9WT,Non-Stick Frying Pan
5O9WT,Spice Box (Masala Dabba)
5O9WT,Dinner Set (24 Pieces)
654IH,Curtains Set
654IH,Laundry Basket
654IH,Ironing Board
654IH,Window Blinds
654IH,Bedsheet (Double)
VSR12,Slip Ons
VSR12,Canvas Shoes
VSR12,Flip Flops
VSR12,Formal Shoes
VSR12,Cap / Hat
Y23Y0,Spice Box (Masala Dabba)
Y23Y0,Hand Blender
Y23Y0,Dumbbells Set
Y23Y0,Kitchen Storage Container Set
Y23Y0,Deodorant Spray
Y23Y0,Packed Juice
Y23Y0,Gas Stove (2 Burner)
Y23Y0,Electric Chimney
TQEEU,Orthopedic Shoes
TQEEU,Heels
TQEEU,Sofa Cushion Set
TQEEU,Ankle Weights Set
TQEEU,Trekking Shoes
TQEEU,Drawing Book
TQEEU,Ballet Flats
TQEEU,Leather Footwear
I1ISQ,Nightwear Set
I1ISQ,Cap / Hat
I1ISQ,Shorts / Skirt
I1ISQ,Saree
I1ISQ,Casual Shirt
I1ISQ,Tie & Belt Set
I1ISQ,Socks
2HA58,Glue Stick Pack
2HA58,Chips Pack
2HA58,School Backpack
2HA58,Desk Organizer
2HA58,Pencil Box Set
THK2F,Desk Organizer
THK2F,School Backpack
THK2F,Ball Pen Pack
THK2F,Glue Stick Pack
THK2F,Printer Paper (A4 Pack)
THK2F,Sticky Notes Pack
THK2F,Office File Folder
THK2F,Whiteboard with Marker
THK2F,Marker Pen Set
9R6TK,Sports Shoes
9R6TK,Loafers
9R6TK,Sports Sandals
9R6TK,Slides
9R6TK,Men T-Shirt
GTQLR,Posture Corrector Belt
GTQLR,Ankle Weights Set
GTQLR,Fitness Tracker Band
GTQLR,Hot & Cold Gel Pack
GTQLR,Yoga Mat
GTQLR,Exercise Cycle
GTQLR,Foam Roller
GTQLR,Hand Grip Strengthener
GTQLR,Resistance Bands Set
5FVSS,Rug / Carpet
5FVSS,Laundry Basket
5FVSS,Curtains Set
5FVSS,Sofa Cushion Set
5FVSS,Mattress Protector
5FVSS,Window Blinds
UYSS4,Ironing Board
UYSS4,Electric Chimney
UYSS4,Thermos Flask
UYSS4,Dinner Set (24 Pieces)
UYSS4,Wardrobe Organizer
UYSS4,Gas Stove (2 Burner)
UYSS4,Mixer Grinder
XPEHR,Kettlebell
XPEHR,Kurti
XPEHR,Saree
XPEHR,Tie & Belt Set
XPEHR,Men T-Shirt
9MHCC,Pencil Box Set
9MHCC,Makeup Brush Set
9MHCC,Hair Straightener
9MHCC,Body Lotion
9MHCC,Deodorant Spray
WGBYI,Pencil Box Set
WGBYI,Multivitamin Supplements
WGBYI,Baby Food Cereal
WGBYI,Massage Gun
WGBYI,Resistance Bands Set
WGBYI,Skipping Rope
WGBYI,Hot & Cold Gel Pack
WGBYI,Digital Weighing Scale
0DHPV,Bread Loaf
0DHPV,Wheat Flour (1kg)
0DHPV,Mineral Water (1L)
0DHPV,Premium Biscuits
0DHPV,Packed Juice
0DHPV,Face Serum
ZFJG9,Formal Shirt
ZFJG9,Art Color Set
ZFJG9,Innerwear Set
ZFJG9,Leggings
ZFJG9,Nightwear Set
ZFJG9,Shaving Kit
MS0V7,Bath Towel Set
MS0V7,Cushion Covers
MS0V7,Wall Tapestry
MS0V7,Bedsheet (Double)
MS0V7,Foldable Storage Box
XP9A7,Marker Pen Set
XP9A7,Printer Paper (A4 Pack)
XP9A7,Jeans
XP9A7,Office File Folder
XP9A7,Glue Stick Pack
XP9A7,Ball Pen Pack
XP9A7,Highlighter Set
XP9A7,Notebook (200 Pages)
1RPCE,Rice (1kg)
1RPCE,Art Color Set
1RPCE,Tea/Coffee Sachet
1RPCE,Kids Clothing Set
1RPCE,Tea Pack
20057,Socks
20057,Jeans
20057,Action Camera
20057,Activewear
20057,Formal Shirt
20057,Tie & Belt Set
20057,Cap / Hat
20057,Women Dress
20057,Casual Shirt
JCLEV,USB Flash Drive (32GB)
JCLEV,Jeans
JCLEV,Women Top
JCLEV,Men T-Shirt
JCLEV,Casual Shirt
JCLEV,Face Serum
LTWLV,Sandals / Slippers
LTWLV,Slip Ons
LTWLV,Canvas Shoes
LTWLV,Tea/Coffee Sachet
LTWLV,Casual Sneakers
Q5XAT,Desk Organizer
Q5XAT,Glue Stick Pack
Q5XAT,Ball Pen Pack
Q5XAT,Whiteboard with Marker
Q5XAT,Calculator
Q5XAT,Office File Folder
Q5XAT,Art Color Set
Q5XAT,Notebook (200 Pages)
Q5XAT,Drawing Book
UNDHX,Hand Blender
UNDHX,Chopping Board
UNDHX,Kids Lunch Box
UNDHX,Water Purifier (Non-Electric)
UNDHX,Knife Set
ID9VB,Eggs (12 pcs)
ID9VB,Cooking Oil (1L)
ID9VB,Screen Protector
ID9VB,Sugar (1kg)
ID9VB,Wheat Flour (1kg)
ID9VB,Mineral Water (1L)
ID9VB,Lipstick
ID9VB,Tea/Coffee Sachet
ID9VB,Milk (1L)
ID9VB,Premium Biscuits
7FF9K,Dinner Set (24 Pieces)
7FF9K,Electric Chimney
7FF9K,Toaster
7FF9K,Rice Cooker
7FF9K,Non-Stick Frying Pan
R59VZ,Compact Powder
R59VZ,Trekking Shoes
R59VZ,Conditioner
R59VZ,Drawing Book
R59VZ,Soap Bar Pack
R59VZ,Lipstick
R59VZ,Makeup Brush Set
R59VZ,Orthopedic Shoes
CHS39,Shorts / Skirt
CHS39,Jeans
CHS39,Saree
CHS39,Cap / Hat
CHS39,Women Top
CHS39,Men T-Shirt
CHS39,Shaving Kit
CHS39,Tie & Belt Set
3KTLM,Glue Stick Pack
3KTLM,Notebook (200 Pages)
3KTLM,Desk Organizer
3KTLM,Calculator
3KTLM,Drawing Book
TLFGI,Glue Stick Pack
TLFGI,Office File Folder
TLFGI,Diary / Planner
TLFGI,Whiteboard with Marker
TLFGI,Sticky Notes Pack
XMIHC,Shorts / Skirt
XMIHC,Men T-Shirt
XMIHC,Activewear
XMIHC,Socks
XMIHC,Leggings
XMIHC,Jacket / Hoodie
9EL7I,Chair Cover Set
9EL7I,Nightwear Set
9EL7I,Jeans
9EL7I,School Backpack
9EL7I,Women Dress
9EL7I,Saree
9EL7I,Scarf / Stole
B9HRK,Sofa Cushion Set
B9HRK,Mattress Protector
B9HRK,Laundry Basket
B9HRK,Cushion Covers
B9HRK,Rug / Carpet
B9HRK,Wireless Charger
B9HRK,Pillow Set
B9HRK,Phone Case
1ZJLK,Highlighter Set
1ZJLK,Notebook (200 Pages)
1ZJLK,School Backpack
1ZJLK,Eggs (12 pcs)
1ZJLK,Art Color Set
1ZJLK,Gel Pen Pack
DS62V,Portable Hard Drive (1TB)
DS62V,Phone Case
DS62V,Eggs (12 pcs)
DS62V,Action Camera
DS62V,Floor Mat
DS62V,USB Flash Drive (32GB)
C21UE,Kids Story Books Set
C21UE,Wheat Flour (1kg)
C21UE,Sugar (1kg)
C21UE,Packed Juice
C21UE,Hot & Cold Gel Pack
C21UE,Chips Pack
TA1BK,Baby Wipes
TA1BK,Gel Pen Pack
TA1BK,Notebook (200 Pages)
TA1BK,Window Blinds
TA1BK,Highlighter Set
TA1BK,Stapler with Pins
UFJ7C,Microwave Oven
UFJ7C,Non-Stick Frying Pan
UFJ7C,Dinner Set (24 Pieces)
UFJ7C,Ball Pen Pack
UFJ7C,Toaster
UFJ7C,Water Bottle Set (Steel)
UFJ7C,Hand Blender
UFJ7C,Baby Shampoo
UFJ7C,Water Purifier (Non-Electric)
KEVL9,Phone Case
KEVL9,Screen Protector
KEVL9,Fitness Tracker
KEVL9,Bluetooth Speaker
KEVL9,Power Bank
KEVL9,Charging Cable
KEVL9,Action Camera
KEVL9,Laptop Cooling Pad
E0J34,Drawing Book
E0J34,Marker Pen Set
E0J34,Massage Gun
E0J34,Desk Organizer
E0J34,Ball Pen Pack
E0J34,Stapler with Pins
E0J34,Printer Paper (A4 Pack)
E0J34,Tea Pack
E0J34,Perfume
E0J34,Exam Pad
RJJWS,Coffee Pack
RJJWS,Dumbbells Set
RJJWS,Mineral Water (1L)
RJJWS,Biscuits Pack
RJJWS,Chips Pack
RJJWS,Phone Case
RJJWS,Breakfast Cereal
3A54D,Dinner Set (24 Pieces)
3A54D,Electric Kettle
3A54D,Chopping Board
3A54D,Gas Stove (2 Burner)
3A54D,Thermos Flask
3A54D,Water Bottle Set (Steel)
3A54D,Non-Stick Frying Pan
3A54D,Mixer Grinder
3A54D,Rice Cooker
R1V4K,Sports Sandals
R1V4K,Kids Sandals
R1V4K,Sandals / Slippers
R1V4K,Flip Flops
R1V4K,Sports Shoes
R1V4K,Canvas Shoes
R1V4K,Leather Footwear
R1V4K,Loafers
7O3M2,Skipping Rope
7O3M2,Kettlebell
7O3M2,Treadmill (Manual)
7O3M2,Dumbbells Set
7O3M2,Exercise Cycle
X01IR,Scarf / Stole
X01IR,Leggings
X01IR,Casual Shirt
X01IR,Mules / Clogs
X01IR,Sticky Notes Pack
YM3YQ,Ab Roller
YM3YQ,Innerwear Set
YM3YQ,Kettlebell
YM3YQ,Massage Gun
YM3YQ,Slip Ons
YM3YQ,Posture Corrector Belt
YM3YQ,Foam Roller
YM3YQ,Dumbbells Set
YM3YQ,Multivitamin Supplements
QWRQH,School Shoes
QWRQH,Sofa Cushion Set
QWRQH,Pressure Cooker (3L)
QWRQH,Body Lotion
QWRQH,Kids Sandals
QWRQH,Flip Flops
QWRQH,Heels
W5BEZ,Microwave Oven
W5BEZ,Moisturizer Cream
W5BEZ,Pressure Cooker (3L)
W5BEZ,Tea/Coffee Sachet
W5BEZ,Water Purifier (Non-Electric)
W5BEZ,Induction Cooktop
W5BEZ,Milk (1L)
W5BEZ,Rice Cooker
61X2H,Nail Grooming Kit
61X2H,Body Lotion
61X2H,Blanket
61X2H,Makeup Brush Set
61X2H,Deodorant Spray
N59QV,Laundry Basket
N59QV,Kurti
N59QV,Pillow Set
N59QV,Sofa Cushion Set
N59QV,Wardrobe Organizer
N59QV,Blanket
N59QV,Rug / Carpet
4XE0G,Art Color Set
4XE0G,Baby Feeding Bottle
4XE0G,Exam Pad
4XE0G,Kajal / Eyeliner
4XE0G,Sticky Notes Pack
Q2J4R,Door Mat
Q2J4R,Rug / Carpet
Q2J4R,Bath Towel Set
Q2J4R,Charging Cable
Q2J4R,Ironing Board
Q2J4R,Wall Tapestry
X5FXT,Canvas Shoes
X5FXT,Formal Shoes
X5FXT,Sandals / Slippers
X5FXT,Heels
X5FXT,Sock Shoes
X5FXT,Casual Sneakers
X5FXT,Ballet Flats
X5FXT,Kids Sandals
X5FXT,School Shoes
X5FXT,Mules / Clogs
40ZQ3,Multivitamin Supplements
40ZQ3,Ankle Weights Set
40ZQ3,Ab Roller
40ZQ3,Dumbbells Set
40ZQ3,Activewear
40ZQ3,Protein Powder
40ZQ3,Treadmill (Manual)
Z14SW,Face Serum
Z14SW,Body Lotion
Z14SW,Hair Dryer
Z14SW,Hair Oil
Z14SW,Shampoo
Z14SW,Perfume
Z14SW,Makeup Brush Set
Z14SW,Deodorant Spray
Z14SW,Beard Trimmer
ZG5IO,Scarf / Stole
ZG5IO,Tie & Belt Set
ZG5IO,Kids T-Shirt
ZG5IO,Laptop Cooling Pad
ZG5IO,Water Purifier (Non-Electric)
ZG5IO,Sandals / Slippers
ZG5IO,Socks
ZG5IO,Jacket / Hoodie
ZG5IO,Saree
NY31X,Blanket
NY31X,Pillow Set
NY31X,Mixer Grinder
NY31X,Door Mat
NY31X,Cushion Covers
NY31X,Table Cloth
WU6YD,Kids Water Bottle
WU6YD,Gel Pen Pack
WU6YD,Calculator
WU6YD,Notebook (200 Pages)
WU6YD,Printer Paper (A4 Pack)
HHFKC,Boots
HHFKC,Sports Shoes
HHFKC,Wall Tapestry
HHFKC,Canvas Shoes
HHFKC,Microwave Oven
HHFKC,Slip Ons
HHFKC,Casual Sneakers
HHFKC,Sock Shoes
HHFKC,Biscuits Pack
LDU2B,Kids School Bag
LDU2B,Baby Stroller
LDU2B,Baby Wipes
LDU2B,Kids Lunch Box
LDU2B,Kids Cycle
LDU2B,Kids Story Books Set
LDU2B,Kids Toy Set
LDU2B,Boots
LDU2B,Baby Carrier
LDU2B,Baby Cradle
O249A,Drawing Book
O249A,Eggs (12 pcs)
O249A,Marker Pen Set
O249A,Highlighter Set
O249A,Ball Pen Pack
O249A,Pencil Box Set
O249A,Eraser Pack
O249A,Desk Organizer
L524P,Bluetooth Earbuds
L524P,Lipstick
L524P,Loafers
L524P,Formal Shoes
L524P,Sports Sandals
L524P,Slip Ons
L524P,Sock Shoes
L524P,Mules / Clogs
L524P,Leather Footwear
8C4L8,Biscuits Pack
8C4L8,Salt (1kg)
8C4L8,Tea/Coffee Sachet
8C4L8,Skipping Rope
8C4L8,Tea Pack
8C4L8,Coffee Pack
8C4L8,Smartwatch
8C4L8,Packed Juice
8C4L8,Bread Loaf
8C4L8,Trekking Shoes
SZG1S,Shampoo
SZG1S,Baby Diapers Pack
SZG1S,Baby Bath Tub
SZG1S,USB Flash Drive (32GB)
SZG1S,Baby Mosquito Net
SZG1S,Baby Lotion
SZG1S,Baby Carrier
SZG1S,Kids Cycle
SZG1S,Shaving Kit
O2HAX,Formal Shoes
O2HAX,Kids School Bag
O2HAX,Baby Cradle
O2HAX,Kids Clothing Set
O2HAX,Kids Cycle
O2HAX,Baby Soap
O2HAX,Baby Bath Tub
O2HAX,Nail Grooming Kit
EIZUP,Smartphone (mid-range)
EIZUP,Lipstick
EIZUP,Bluetooth Earbuds
EIZUP,Bluetooth Speaker
EIZUP,Charging Cable
EIZUP,Pressure Cooker (3L)
EIZUP,Kids Lunch Box
EIZUP,Webcam
T0P3X,Skipping Rope
T0P3X,Kettlebell
T0P3X,Multivitamin Supplements
T0P3X,Posture Corrector Belt
T0P3X,Dumbbells Set
T0P3X,Digital Weighing Scale
25L67,Diary / Planner
25L67,Microwave Oven
25L67,Innerwear Set
25L67,Gas Stove (2 Burner)
25L67,Water Bottle Set (Steel)
25L67,Action Camera
25L67,Spice Box (Masala Dabba)
PMWZY,Dinner Set (24 Pieces)
PMWZY,Ball Pen Pack
PMWZY,Printer Paper (A4 Pack)
PMWZY,Sugar (1kg)
PMWZY,Gel Pen Pack
PMWZY,Glue Stick Pack
FV088,Mixer Grinder
FV088,Fitness Tracker
FV088,Blanket
FV088,Bluetooth Speaker
FV088,Laptop Cooling Pad
FV088,Rice Cooker
FV088,Gaming Keyboard
FV088,Power Bank
FV088,USB Flash Drive (32GB)
4QQAC,Hair Oil
4QQAC,Hair Straightener
4QQAC,Body Lotion
4QQAC,Face Wash
4QQAC,Soap Bar Pack
4QQAC,Perfume
4QQAC,Beard Trimmer
4QQAC,Hair Dryer
4QQAC,Sunscreen SPF 50
4QQAC,Face Serum
GTFKG,Jacket / Hoodie
GTFKG,Leggings
GTFKG,Saree
GTFKG,Kids T-Shirt
GTFKG,Formal Shirt
GTFKG,Casual Shirt
GTFKG,Shorts / Skirt
GTFKG,Boots
QUXBF,Gel Pen Pack
QUXBF,Diary / Planner
QUXBF,Eraser Pack
QUXBF,Canvas Shoes
QUXBF,Calculator
9X7AC,Treadmill (Manual)
9X7AC,Resistance Bands Set
9X7AC,Shampoo
9X7AC,Yoga Mat
9X7AC,Hand Grip Strengthener
9X7AC,Chopping Board
9X7AC,Slides
9X7AC,Ankle Weights Set
KW9CG,Cooking Oil (1L)
KW9CG,Loafers
KW9CG,Laptop Cooling Pad
KW9CG,Bread Loaf
KW9CG,Eggs (12 pcs)
KW9CG,Premium Biscuits
KW9CG,Chips Pack
NIEY1,Wired Headphones
NIEY1,Action Camera
NIEY1,Gaming Keyboard
NIEY1,USB Flash Drive (32GB)
NIEY1,Screen Protector
NIEY1,Fitness Tracker
NIEY1,Baby Bath Tub
NIEY1,Webcam
M88XD,USB Flash Drive (32GB)
M88XD,Conditioner
M88XD,Hair Oil
M88XD,Door Mat
M88XD,Wardrobe Organizer
M88XD,Mattress Protector
M88XD,Cushion Covers
M88XD,Bath Towel Set
QHJIY,Blood Pressure Monitor
QHJIY,Pillow Set
QHJIY,Yoga Mat
QHJIY,Fitness Tracker Band
QHJIY,Massage Gun
QHJIY,Ballet Flats
QHJIY,Multivitamin Supplements
QHJIY,Exercise Cycle
QHJIY,Resistance Bands Set
RBPHS,Spice Box (Masala Dabba)
RBPHS,Action Camera
RBPHS,Induction Cooktop
RBPHS,Chopping Board
RBPHS,Pressure Cooker (3L)
RBPHS,Hand Blender
RBPHS,Mixer Grinder
RBPHS,Water Purifier (Non-Electric)
BT6TD,Tea Pack
BT6TD,Cooking Oil (1L)
BT6TD,Tea/Coffee Sachet
BT6TD,Formal Shirt
BT6TD,Tie & Belt Set
BT6TD,Packed Juice
BT6TD,Instant Noodles
BT6TD,Leggings
BT6TD,Eggs (12 pcs)
UFBUB,Dumbbells Set
UFBUB,Bread Loaf
UFBUB,Massage Gun
UFBUB,Bluetooth Speaker
UFBUB,Digital Weighing Scale
UFBUB,Ab Roller
UFBUB,Pull-Up Bar
UFBUB,Kettlebell
EOMVS,Lipstick
EOMVS,Face Serum
EOMVS,Tie & Belt Set
EOMVS,Wardrobe Organizer
EOMVS,Beard Trimmer
EOMVS,Hair Straightener
EOMVS,Soap Bar Pack
EOMVS,Body Lotion
EOMVS,Sticky Notes Pack
13VO4,Dinner Set (24 Pieces)
13VO4,Knife Set
13VO4,Foldable Storage Box
13VO4,Gas Stove (2 Burner)
13VO4,Rice Cooker
13VO4,Dish Drying Rack
13VO4,Spice Box (Masala Dabba)
13VO4,Pressure Cooker (3L)
XSMQR,Coffee Pack
XSMQR,Instant Noodles
XSMQR,Tea/Coffee Sachet
XSMQR,Rice (1kg)
XSMQR,Bread Loaf
XSMQR,Kids Story Books Set
XSMQR,Sauce Bottle
XSMQR,Premium Biscuits
XSMQR,Eggs (12 pcs)
8N47X,Leggings
8N47X,Women Dress
8N47X,Men T-Shirt
8N47X,Women Top
8N47X,Formal Shirt
8N47X,Activewear
8N47X,Printer Paper (A4 Pack)
8N47X,Hand Blender
VE8F5,Packed Juice
VE8F5,Eggs (12 pcs)
VE8F5,Premium Biscuits
VE8F5,Bread Loaf
VE8F5,Tea/Coffee Sachet
VE8F5,Coffee Pack
VE8F5,Chips Pack
VE8F5,Cooking Oil (1L)
VE8F5,Lipstick
VE8F5,Tie & Belt Set
VKJV2,Massage Gun
VKJV2,Saree
VKJV2,Exercise Cycle
VKJV2,Multivitamin Supplements
VKJV2,Ab Roller
VKJV2,Breakfast Cereal
EMJQO,Sports Sandals
EMJQO,Toaster
EMJQO,Electric Kettle
EMJQO,Smartphone (mid-range)
EMJQO,Hand Blender
EMJQO,Dinner Set (24 Pieces)
EMJQO,Window Blinds
EMJQO,Water Purifier (Non-Electric)
EMJQO,Rice Cooker
6XBKE,Car Bluetooth FM Transmitter
6XBKE,Bluetooth Speaker
6XBKE,Power Bank
6XBKE,Wireless Charger
6XBKE,Portable Hard Drive (1TB)
ICRC6,Printer Paper (A4 Pack)
ICRC6,Glue Stick Pack
ICRC6,Scarf / Stole
ICRC6,Premium Biscuits
ICRC6,Activewear
ICRC6,Casual Shirt
ICRC6,Kurti
79IK6,Blanket
79IK6,Wall Tapestry
79IK6,Curtains Set
79IK6,Floor Mat
79IK6,Chips Pack
79IK6,Ironing Board
79IK6,Shoe Rack
79IK6,Cushion Covers
79IK6,Laundry Basket
YEF0I,Induction Cooktop
YEF0I,Non-Stick Frying Pan
YEF0I,Toaster
YEF0I,Pressure Cooker (3L)
YEF0I,Rice Cooker
YEF0I,Hand Blender
325ZN,Kids T-Shirt
325ZN,Jeans
325ZN,Women Top
325ZN,Casual Shirt
325ZN,Formal Shirt
325ZN,Women Dress
325ZN,Activewear
325ZN,Socks
XW0FK,Nightwear Set
XW0FK,Socks
XW0FK,Highlighter Set
XW0FK,Women Dress
XW0FK,Scarf / Stole
XW0FK,Men T-Shirt
XW0FK,Kids Ethnic Wear
XW0FK,Table Cloth
XW0FK,Tie & Belt Set
8L8NA,Notebook (200 Pages)
8L8NA,Highlighter Set
8L8NA,Gel Pen Pack
8L8NA,Ball Pen Pack
8L8NA,School Backpack
NNVL0,Nail Grooming Kit
NNVL0,Soap Bar Pack
NNVL0,Conditioner
NNVL0,Perfume
NNVL0,Makeup Brush Set
NNVL0,Kids Cycle
NNVL0,Body Lotion
NNVL0,Jacket / Hoodie
NNVL0,Sunscreen SPF 50
2CANW,Rice (1kg)
2CANW,Foam Roller
2CANW,Multivitamin Supplements
2CANW,Digital Weighing Scale
2CANW,Pull-Up Bar
2CANW,Posture Corrector Belt
2CANW,Resistance Bands Set
Z94DK,Baby Feeding Bottle
Z94DK,Premium Biscuits
Z94DK,Sugar (1kg)
Z94DK,Jeans
Z94DK,Chips Pack
BFAIP,Drawing Book
BFAIP,Women Dress
BFAIP,Water Bottle Set (Steel)
BFAIP,Kids T-Shirt
BFAIP,Jacket / Hoodie
17YIS,Kajal / Eyeliner
17YIS,Nail Grooming Kit
17YIS,Compact Powder
17YIS,Hair Dryer
17YIS,Conditioner
17YIS,Kids T-Shirt
17YIS,Sunscreen SPF 50
17YIS,Soap Bar Pack
17YIS,Shaving Kit
D4KBR,Highlighter Set
D4KBR,Pencil Box Set
D4KBR,Notebook (200 Pages)
D4KBR,Desk Organizer
D4KBR,Kids Clothing Set
D4KBR,Diary / Planner
ZAC0F,Kajal / Eyeliner
ZAC0F,Lipstick
ZAC0F,Hand Grip Strengthener
ZAC0F,Deodorant Spray
ZAC0F,Casual Shirt
ZAC0F,Shampoo
HKARN,Cap / Hat
HKARN,Innerwear Set
HKARN,Shorts / Skirt
HKARN,Activewear
HKARN,Eraser Pack
HKARN,Tie & Belt Set
